32.000000	32.000000	19132	0	19132	1.000000	llinkGens:	5	linkTime:	0.02	linkFFE:	15510	totalInd:	4		1111111111111111111111111111111111111111111111111	0	1559286631
32.000000	32.000000	19073	0	19073	1.000000	llinkGens:	5	linkTime:	0.02	linkFFE:	15363	totalInd:	4		1111111111111111111111111111111111111111111111111	0	1559286639
32.000000	32.000000	43828	0	43828	1.000000	llinkGens:	12	linkTime:	0.04	linkFFE:	31270	totalInd:	13		1111111111111111111111111111111111111111111111111	0	1559286644
32.000000	32.000000	18571	0	18571	1.000000	llinkGens:	5	linkTime:	0.02	linkFFE:	14922	totalInd:	4		1111111111111111111111111111111111111111111111111	0	1559286649
32.000000	32.000000	19125	0	19125	1.000000	llinkGens:	5	linkTime:	0.02	linkFFE:	15461	totalInd:	4		1111111111111111111111111111111111111111111111111	0	1559286654
32.000000	32.000000	19136	0	19136	1.000000	llinkGens:	5	linkTime:	0.02	linkFFE:	15412	totalInd:	4		1111111111111111111111111111111111111111111111111	0	1559286662
32.000000	32.000000	19257	0	19257	1.000000	llinkGens:	5	linkTime:	0.02	linkFFE:	15510	totalInd:	4		1111111111111111111111111111111111111111111111111	0	1559286667
32.000000	32.000000	26193	0	26193	1.000000	llinkGens:	7	linkTime:	0.02	linkFFE:	20245	totalInd:	6		1111111111111111111111111111111111111111111111111	0	1559286672
32.000000	32.000000	19223	0	19223	1.000000	llinkGens:	5	linkTime:	0.02	linkFFE:	15461	totalInd:	4		1111111111111111111111111111111111111111111111111	0	1559286677
32.000000	32.000000	18617	0	18617	1.000000	llinkGens:	5	linkTime:	0.02	linkFFE:	14971	totalInd:	4		1111111111111111111111111111111111111111111111111	0	1559286685
32.000000	32.000000	26051	0	26051	1.000000	llinkGens:	8	linkTime:	0.02	linkFFE:	20425	totalInd:	6		1111111111111111111111111111111111111111111111111	0	1559286690
32.000000	32.000000	19089	0	19089	1.000000	llinkGens:	5	linkTime:	0.02	linkFFE:	15461	totalInd:	4		1111111111111111111111111111111111111111111111111	0	1559286695
32.000000	32.000000	35542	0	35542	1.000000	llinkGens:	11	linkTime:	0.03	linkFFE:	26502	totalInd:	8		1111111111111111111111111111111111111111111111111	0	1559286700
32.000000	32.000000	18759	0	18759	1.000000	llinkGens:	5	linkTime:	0.02	linkFFE:	14971	totalInd:	4		1111111111111111111111111111111111111111111111111	0	1559286708
32.000000	32.000000	26119	0	26119	1.000000	llinkGens:	7	linkTime:	0.02	linkFFE:	20245	totalInd:	6		1111111111111111111111111111111111111111111111111	0	1559286713
32.000000	32.000000	19207	0	19207	1.000000	llinkGens:	5	linkTime:	0.02	linkFFE:	15510	totalInd:	4		1111111111111111111111111111111111111111111111111	0	1559286718
32.000000	32.000000	18660	0	18660	1.000000	llinkGens:	5	linkTime:	0.01	linkFFE:	14971	totalInd:	4		1111111111111111111111111111111111111111111111111	0	1559286723
32.000000	32.000000	19197	0	19197	1.000000	llinkGens:	5	linkTime:	0.02	linkFFE:	15412	totalInd:	4		1111111111111111111111111111111111111111111111111	0	1559286731
32.000000	32.000000	19046	0	19046	1.000000	llinkGens:	5	linkTime:	0.02	linkFFE:	15363	totalInd:	4		1111111111111111111111111111111111111111111111111	0	1559286736
32.000000	32.000000	18948	0	18948	1.000000	llinkGens:	5	linkTime:	0.02	linkFFE:	15314	totalInd:	4		1111111111111111111111111111111111111111111111111	0	1559286741
32.000000	32.000000	19096	0	19096	1.000000	llinkGens:	5	linkTime:	0.01	linkFFE:	15412	totalInd:	4		1111111111111111111111111111111111111111111111111	0	1559286746
32.000000	32.000000	19162	0	19162	1.000000	llinkGens:	5	linkTime:	0.02	linkFFE:	15412	totalInd:	4		1111111111111111111111111111111111111111111111111	0	1559286754
32.000000	32.000000	19112	0	19112	1.000000	llinkGens:	5	linkTime:	0.02	linkFFE:	15363	totalInd:	4		1111111111111111111111111111111111111111111111111	0	1559286759
32.000000	32.000000	35535	0	35535	1.000000	llinkGens:	11	linkTime:	0.04	linkFFE:	26880	totalInd:	8		1111111111111111111111111111111111111111111111111	0	1559286764
32.000000	32.000000	18899	0	18899	1.000000	llinkGens:	5	linkTime:	0.02	linkFFE:	15265	totalInd:	4		1111111111111111111111111111111111111111111111111	0	1559286769
32.000000	32.000000	26520	0	26520	1.000000	llinkGens:	10	linkTime:	0.03	linkFFE:	20350	totalInd:	6		1111111111111111111111111111111111111111111111111	0	1559286777
32.000000	32.000000	26374	0	26374	1.000000	llinkGens:	8	linkTime:	0.03	linkFFE:	20719	totalInd:	6		1111111111111111111111111111111111111111111111111	0	1559286782
32.000000	32.000000	18687	0	18687	1.000000	llinkGens:	5	linkTime:	0.02	linkFFE:	15167	totalInd:	4		1111111111111111111111111111111111111111111111111	0	1559286787
32.000000	32.000000	26075	0	26075	1.000000	llinkGens:	8	linkTime:	0.03	linkFFE:	20670	totalInd:	6		1111111111111111111111111111111111111111111111111	0	1559286792
32.000000	32.000000	48300	0	48300	1.000000	llinkGens:	16	linkTime:	0.04	linkFFE:	36346	totalInd:	11		1111111111111111111111111111111111111111111111111	0	1559286800
